Unique_Patient_Identifier	gene	copy
TCGA-4G-AAZO	DCUN1D2	del
TCGA-4G-AAZO	TMCO3	del
TCGA-4G-AAZO	TFDP1	del
TCGA-4G-AAZO	ATP4B	del
TCGA-4G-AAZO	GRK1	del
TCGA-4G-AAZO	TMEM255B	del
TCGA-4G-AAZO	GAS6	del
TCGA-4G-AAZO	C13orf46	del
TCGA-4G-AAZO	RASA3	del
TCGA-4G-AAZO	CFAP97D2	del
TCGA-4G-AAZO	CDC16	del
TCGA-4G-AAZO	UPF3A	del
TCGA-4G-AAZO	CHAMP1	del
TCGA-4G-AAZO	OR11H12	del
TCGA-4G-AAZO	POTEM	del
TCGA-4G-AAZO	POTEG	del
TCGA-4G-AAZO	OR11H2	del
TCGA-4G-AAZO	OR4N2	del
TCGA-4G-AAZO	OR4Q3	del
TCGA-4G-AAZO	OR4M1	del
TCGA-4G-AAZO	OR4K2	del
TCGA-4G-AAZO	OR4K5	del
TCGA-4G-AAZO	OR4K1	del
TCGA-4G-AAZO	OR4K15	del
TCGA-4G-AAZO	OR4K14	del
TCGA-4G-AAZO	OR4K13	del
TCGA-4G-AAZO	OR4L1	del
TCGA-4G-AAZO	OR4K17	del
TCGA-4G-AAZO	OR4N5	del
TCGA-4G-AAZO	OR11G2	del
TCGA-4G-AAZO	OR11H6	del
TCGA-4G-AAZO	OR11H4	del
TCGA-4G-AAZO	TTC5	del
TCGA-4G-AAZO	CCNB1IP1	del
TCGA-4G-AAZO	PARP2	del
TCGA-4G-AAZO	TEP1	del
TCGA-4G-AAZO	KLHL33	del
TCGA-4G-AAZO	OSGEP	del
TCGA-4G-AAZO	APEX1	del
TCGA-4G-AAZO	PIP4P1	del
TCGA-4G-AAZO	PNP	del
TCGA-4G-AAZO	RNASE10	del
TCGA-4G-AAZO	RNASE9	del
TCGA-4G-AAZO	RNASE11	del
TCGA-4G-AAZO	RNASE12	del
TCGA-4G-AAZO	OR6S1	del
TCGA-4G-AAZO	ANG	del
TCGA-4G-AAZO	RNASE4	del
TCGA-4G-AAZO	EDDM3A	del
TCGA-4G-AAZO	EDDM3B	del
TCGA-4G-AAZO	RNASE6	del
TCGA-4G-AAZO	RNASE1	del
TCGA-4G-AAZO	RNASE3	del
TCGA-4G-AAZO	RNASE2	del
TCGA-4G-AAZO	METTL17	del
TCGA-4G-AAZO	SLC39A2	del
TCGA-4G-AAZO	NDRG2	del
TCGA-4G-AAZO	TPPP2	del
TCGA-4G-AAZO	RNASE13	del
TCGA-4G-AAZO	RNASE7	del
TCGA-4G-AAZO	RNASE8	del
TCGA-4G-AAZO	ARHGEF40	del
TCGA-4G-AAZO	ZNF219	del
TCGA-4G-AAZO	TMEM253	del
TCGA-4G-AAZO	OR5AU1	del
TCGA-4G-AAZO	HNRNPC	del
TCGA-4G-AAZO	RPGRIP1	del
TCGA-4G-AAZO	SUPT16H	del
TCGA-4G-AAZO	CHD8	del
TCGA-4G-AAZO	RAB2B	del
TCGA-4G-AAZO	TOX4	del
TCGA-4G-AAZO	METTL3	del
TCGA-4G-AAZO	SALL2	del
TCGA-4G-AAZO	OR10G3	del
TCGA-4G-AAZO	OR10G2	del
TCGA-4G-AAZO	OR4E2	del
TCGA-4G-AAZO	OR4E1	del
TCGA-4G-AAZO	DAD1	del
TCGA-4G-AAZO	ABHD4	del
TCGA-4G-AAZO	OR6J1	del
TCGA-4G-AAZO	OXA1L	del
TCGA-4G-AAZO	SLC7A7	del
TCGA-4G-AAZO	MRPL52	del
TCGA-4G-AAZO	MMP14	del
TCGA-4G-AAZO	LRP10	del
TCGA-4G-AAZO	REM2	del
TCGA-4G-AAZO	RBM23	del
TCGA-4G-AAZO	PRMT5	del
TCGA-4G-AAZO	HAUS4	del
TCGA-4G-AAZO	AJUBA	del
TCGA-4G-AAZO	C14orf93	del
TCGA-4G-AAZO	PSMB5	del
TCGA-4G-AAZO	PSMB11	del
TCGA-4G-AAZO	CDH24	del
TCGA-4G-AAZO	ACIN1	del
TCGA-4G-AAZO	C14orf119	del
TCGA-4G-AAZO	CEBPE	del
TCGA-4G-AAZO	SLC7A8	del
TCGA-4G-AAZO	RNF212B	del
TCGA-4G-AAZO	HOMEZ	del
TCGA-4G-AAZO	PPP1R3E	del
TCGA-4G-AAZO	BCL2L2	del
TCGA-4G-AAZO	BCL2L2-PABPN1	del
TCGA-4G-AAZO	PABPN1	del
TCGA-4G-AAZO	SLC22A17	del
TCGA-4G-AAZO	EFS	del
TCGA-4G-AAZO	IL25	del
TCGA-4G-AAZO	CMTM5	del
TCGA-4G-AAZO	MYH6	del
TCGA-4G-AAZO	MYH7	del
TCGA-4G-AAZO	NGDN	del
TCGA-4G-AAZO	ZFHX2	del
TCGA-4G-AAZO	THTPA	del
TCGA-4G-AAZO	AP1G2	del
TCGA-4G-AAZO	JPH4	del
TCGA-4G-AAZO	DHRS2	del
TCGA-4G-AAZO	DHRS4	del
TCGA-4G-AAZO	DHRS4L2	del
TCGA-4G-AAZO	CARMIL3	del
TCGA-4G-AAZO	CPNE6	del
TCGA-4G-AAZO	NRL	del
TCGA-4G-AAZO	PCK2	del
TCGA-4G-AAZO	DCAF11	del
TCGA-4G-AAZO	FITM1	del
TCGA-4G-AAZO	PSME1	del
TCGA-4G-AAZO	EMC9	del
TCGA-4G-AAZO	PSME2	del
TCGA-4G-AAZO	RNF31	del
TCGA-4G-AAZO	IRF9	del
TCGA-4G-AAZO	REC8	del
TCGA-4G-AAZO	IPO4	del
TCGA-4G-AAZO	TM9SF1	del
TCGA-4G-AAZO	TSSK4	del
TCGA-4G-AAZO	CHMP4A	del
TCGA-4G-AAZO	MDP1	del
TCGA-4G-AAZO	NEDD8-MDP1	del
TCGA-4G-AAZO	NEDD8	del
TCGA-4G-AAZO	GMPR2	del
TCGA-4G-AAZO	TINF2	del
TCGA-4G-AAZO	TGM1	del
TCGA-4G-AAZO	RABGGTA	del
TCGA-4G-AAZO	DHRS1	del
TCGA-4G-AAZO	NOP9	del
TCGA-4G-AAZO	CIDEB	del
TCGA-4G-AAZO	LTB4R2	del
TCGA-4G-AAZO	LTB4R	del
TCGA-4G-AAZO	ADCY4	del
TCGA-4G-AAZO	RIPK3	del
TCGA-4G-AAZO	NFATC4	del
TCGA-4G-AAZO	NYNRIN	del
TCGA-4G-AAZO	CBLN3	del
TCGA-4G-AAZO	KHNYN	del
TCGA-4G-AAZO	SDR39U1	del
TCGA-4G-AAZO	CMA1	del
TCGA-4G-AAZO	CTSG	del
TCGA-4G-AAZO	GZMH	del
TCGA-4G-AAZO	GZMB	del
TCGA-4G-AAZO	STXBP6	del
TCGA-4G-AAZO	NOVA1	del
TCGA-4G-AAZO	FOXG1	del
TCGA-4G-AAZO	PRKD1	del
TCGA-4G-AAZO	G2E3	del
TCGA-4G-AAZO	SCFD1	del
TCGA-4G-AAZO	COCH	del
TCGA-4G-AAZO	STRN3	del
TCGA-4G-AAZO	AP4S1	del
TCGA-4G-AAZO	HECTD1	del
TCGA-4G-AAZO	HEATR5A	del
TCGA-4G-AAZO	DTD2	del
TCGA-4G-AAZO	GPR33	del
TCGA-4G-AAZO	NUBPL	del
TCGA-4G-AAZO	ARHGAP5	del
TCGA-4G-AAZO	AKAP6	del
TCGA-4G-AAZO	NPAS3	del
TCGA-4G-AAZO	EGLN3	del
TCGA-4G-AAZO	SPTSSA	del
TCGA-4G-AAZO	EAPP	del
TCGA-4G-AAZO	SNX6	del
TCGA-4G-AAZO	CFL2	del
TCGA-4G-AAZO	BAZ1A	del
TCGA-4G-AAZO	SRP54	del
TCGA-4G-AAZO	FAM177A1	del
TCGA-4G-AAZO	PPP2R3C	del
TCGA-4G-AAZO	PRORP	del
TCGA-4G-AAZO	PSMA6	del
TCGA-4G-AAZO	NFKBIA	del
TCGA-4G-AAZO	INSM2	del
TCGA-4G-AAZO	RALGAPA1	del
TCGA-4G-AAZO	BRMS1L	del
TCGA-4G-AAZO	MBIP	del
TCGA-4G-AAZO	NKX2-1	del
TCGA-4G-AAZO	NKX2-8	del
TCGA-4G-AAZO	PAX9	del
TCGA-4G-AAZO	SLC25A21	del
TCGA-4G-AAZO	MIPOL1	del
TCGA-4G-AAZO	FOXA1	del
TCGA-4G-AAZO	TTC6	del
TCGA-4G-AAZO	SSTR1	del
TCGA-4G-AAZO	CLEC14A	del
TCGA-4G-AAZO	SEC23A	del
TCGA-4G-AAZO	GEMIN2	del
TCGA-4G-AAZO	TRAPPC6B	del
TCGA-4G-AAZO	PNN	del
TCGA-4G-AAZO	MIA2	del
TCGA-4G-AAZO	FBXO33	del
TCGA-4G-AAZO	LRFN5	del
TCGA-4G-AAZO	FSCB	del
TCGA-4G-AAZO	C14orf28	del
TCGA-4G-AAZO	KLHL28	del
TCGA-4G-AAZO	TOGARAM1	del
TCGA-4G-AAZO	PRPF39	del
TCGA-4G-AAZO	FKBP3	del
TCGA-4G-AAZO	FANCM	del
TCGA-4G-AAZO	MIS18BP1	del
TCGA-4G-AAZO	RPL10L	del
TCGA-4G-AAZO	MDGA2	del
TCGA-4G-AAZO	RPS29	del
TCGA-4G-AAZO	LRR1	del
TCGA-4G-AAZO	RPL36AL	del
TCGA-4G-AAZO	MGAT2	del
TCGA-4G-AAZO	DNAAF2	del
TCGA-4G-AAZO	POLE2	del
TCGA-4G-AAZO	KLHDC1	del
TCGA-4G-AAZO	KLHDC2	del
TCGA-4G-AAZO	NEMF	del
TCGA-4G-AAZO	ARF6	del
TCGA-4G-AAZO	VCPKMT	del
TCGA-4G-AAZO	SOS2	del
TCGA-4G-AAZO	L2HGDH	del
TCGA-4G-AAZO	DMAC2L	del
TCGA-4G-AAZO	CDKL1	del
TCGA-4G-AAZO	MAP4K5	del
TCGA-4G-AAZO	ATL1	del
TCGA-4G-AAZO	SAV1	del
TCGA-4G-AAZO	NIN	del
TCGA-4G-AAZO	PYGL	del
TCGA-4G-AAZO	ABHD12B	del
TCGA-4G-AAZO	TRIM9	del
TCGA-4G-AAZO	TMX1	del
TCGA-4G-AAZO	FRMD6	del
TCGA-4G-AAZO	GNG2	del
TCGA-4G-AAZO	RTRAF	del
TCGA-4G-AAZO	NID2	del
TCGA-4G-AAZO	PTGDR	del
TCGA-4G-AAZO	PTGER2	del
TCGA-4G-AAZO	TXNDC16	del
TCGA-4G-AAZO	GPR137C	del
TCGA-4G-AAZO	ERO1A	del
TCGA-4G-AAZO	PSMC6	del
TCGA-4G-AAZO	STYX	del
TCGA-4G-AAZO	GNPNAT1	del
TCGA-4G-AAZO	FERMT2	del
TCGA-4G-AAZO	DDHD1	del
TCGA-4G-AAZO	BMP4	del
TCGA-4G-AAZO	CDKN3	del
TCGA-4G-AAZO	CNIH1	del
TCGA-4G-AAZO	GMFB	del
TCGA-4G-AAZO	CGRRF1	del
TCGA-4G-AAZO	SAMD4A	del
TCGA-4G-AAZO	GCH1	del
TCGA-4G-AAZO	WDHD1	del
TCGA-4G-AAZO	SOCS4	del
TCGA-4G-AAZO	MAPK1IP1L	del
TCGA-4G-AAZO	LGALS3	del
TCGA-4G-AAZO	DLGAP5	del
TCGA-4G-AAZO	FBXO34	del
TCGA-4G-AAZO	ATG14	del
TCGA-4G-AAZO	TBPL2	del
TCGA-4G-AAZO	KTN1	del
TCGA-4G-AAZO	PELI2	del
TCGA-4G-AAZO	TMEM260	del
TCGA-4G-AAZO	OTX2	del
TCGA-4G-AAZO	EXOC5	del
TCGA-4G-AAZO	AP5M1	del
TCGA-4G-AAZO	NAA30	del
TCGA-4G-AAZO	CCDC198	del
TCGA-4G-AAZO	SLC35F4	del
TCGA-4G-AAZO	ARMH4	del
TCGA-4G-AAZO	ACTR10	del
TCGA-4G-AAZO	PSMA3	del
TCGA-4G-AAZO	ARID4A	del
TCGA-4G-AAZO	TOMM20L	del
TCGA-4G-AAZO	TIMM9	del
TCGA-4G-AAZO	KIAA0586	del
TCGA-4G-AAZO	DACT1	del
TCGA-4G-AAZO	DAAM1	del
TCGA-4G-AAZO	GPR135	del
TCGA-4G-AAZO	L3HYPDH	del
TCGA-4G-AAZO	JKAMP	del
TCGA-4G-AAZO	CCDC175	del
TCGA-4G-AAZO	RTN1	del
TCGA-4G-AAZO	LRRC9	del
TCGA-4G-AAZO	PCNX4	del
TCGA-4G-AAZO	DHRS7	del
TCGA-4G-AAZO	PPM1A	del
TCGA-4G-AAZO	C14orf39	del
TCGA-4G-AAZO	SIX6	del
TCGA-4G-AAZO	SIX1	del
TCGA-4G-AAZO	SIX4	del
TCGA-4G-AAZO	MNAT1	del
TCGA-4G-AAZO	TRMT5	del
TCGA-4G-AAZO	SLC38A6	del
TCGA-4G-AAZO	PRKCH	del
TCGA-4G-AAZO	TMEM30B	del
TCGA-4G-AAZO	HIF1A	del
TCGA-4G-AAZO	SNAPC1	del
TCGA-4G-AAZO	SYT16	del
TCGA-4G-AAZO	KCNH5	del
TCGA-4G-AAZO	RHOJ	del
TCGA-4G-AAZO	GPHB5	del
TCGA-4G-AAZO	PPP2R5E	del
TCGA-4G-AAZO	WDR89	del
TCGA-4G-AAZO	SGPP1	del
TCGA-4G-AAZO	SYNE2	del
TCGA-4G-AAZO	ESR2	del
TCGA-4G-AAZO	MTHFD1	del
TCGA-4G-AAZO	ZBTB25	del
TCGA-4G-AAZO	AKAP5	del
TCGA-4G-AAZO	ZBTB1	del
TCGA-4G-AAZO	HSPA2	del
TCGA-4G-AAZO	PPP1R36	del
TCGA-4G-AAZO	PLEKHG3	del
TCGA-4G-AAZO	SPTB	del
TCGA-4G-AAZO	CHURC1	del
TCGA-4G-AAZO	CHURC1-FNTB	del
TCGA-4G-AAZO	RAB15	del
TCGA-4G-AAZO	FNTB	del
TCGA-4G-AAZO	MAX	del
TCGA-4G-AAZO	FUT8	del
TCGA-4G-AAZO	CCDC196	del
TCGA-4G-AAZO	GPHN	del
TCGA-4G-AAZO	ATP6V1D	del
TCGA-4G-AAZO	EIF2S1	del
TCGA-4G-AAZO	PLEK2	del
TCGA-4G-AAZO	TMEM229B	del
TCGA-4G-AAZO	PLEKHH1	del
TCGA-4G-AAZO	PIGH	del
TCGA-4G-AAZO	ARG2	del
TCGA-4G-AAZO	VTI1B	del
TCGA-4G-AAZO	RDH11	del
TCGA-4G-AAZO	RDH12	del
TCGA-4G-AAZO	ZFYVE26	del
TCGA-4G-AAZO	RAD51B	del
TCGA-4G-AAZO	ZFP36L1	del
TCGA-4G-AAZO	ACTN1	del
TCGA-4G-AAZO	DCAF5	del
TCGA-4G-AAZO	EXD2	del
TCGA-4G-AAZO	GALNT16	del
TCGA-4G-AAZO	ERH	del
TCGA-4G-AAZO	SLC39A9	del
TCGA-4G-AAZO	PLEKHD1	del
TCGA-4G-AAZO	CCDC177	del
TCGA-4G-AAZO	SUSD6	del
TCGA-4G-AAZO	SRSF5	del
TCGA-4G-AAZO	SLC10A1	del
TCGA-4G-AAZO	SMOC1	del
TCGA-4G-AAZO	SLC8A3	del
TCGA-4G-AAZO	COX16	del
TCGA-4G-AAZO	SYNJ2BP-COX16	del
TCGA-4G-AAZO	SYNJ2BP	del
TCGA-4G-AAZO	ADAM21	del
TCGA-4G-AAZO	ADAM20	del
TCGA-4G-AAZO	MED6	del
TCGA-4G-AAZO	TTC9	del
TCGA-4G-AAZO	MAP3K9	del
TCGA-4G-AAZO	PCNX1	del
TCGA-4G-AAZO	SIPA1L1	del
TCGA-4G-AAZO	RGS6	del
TCGA-4G-AAZO	DPF3	del
TCGA-4G-AAZO	DCAF4	del
TCGA-4G-AAZO	ZFYVE1	del
TCGA-4G-AAZO	RBM25	del
TCGA-4G-AAZO	PSEN1	del
TCGA-4G-AAZO	PAPLN	del
TCGA-4G-AAZO	NUMB	del
TCGA-4G-AAZO	HEATR4	del
TCGA-4G-AAZO	RIOX1	del
TCGA-4G-AAZO	ACOT1	del
TCGA-4G-AAZO	ACOT2	del
TCGA-4G-AAZO	ACOT4	del
TCGA-4G-AAZO	ACOT6	del
TCGA-4G-AAZO	DNAL1	del
TCGA-4G-AAZO	PNMA1	del
TCGA-4G-AAZO	MIDEAS	del
TCGA-4G-AAZO	PTGR2	del
TCGA-4G-AAZO	ZNF410	del
TCGA-4G-AAZO	FAM161B	del
TCGA-4G-AAZO	COQ6	del
TCGA-4G-AAZO	ENTPD5	del
TCGA-4G-AAZO	BBOF1	del
TCGA-4G-AAZO	ALDH6A1	del
TCGA-4G-AAZO	LIN52	del
TCGA-4G-AAZO	VSX2	del
TCGA-4G-AAZO	ABCD4	del
TCGA-4G-AAZO	VRTN	del
TCGA-4G-AAZO	SYNDIG1L	del
TCGA-4G-AAZO	NPC2	del
TCGA-4G-AAZO	ISCA2	del
TCGA-4G-AAZO	LTBP2	del
TCGA-4G-AAZO	AREL1	del
TCGA-4G-AAZO	FCF1	del
TCGA-4G-AAZO	YLPM1	del
TCGA-4G-AAZO	PROX2	del
TCGA-4G-AAZO	DLST	del
TCGA-4G-AAZO	RPS6KL1	del
TCGA-4G-AAZO	PGF	del
TCGA-4G-AAZO	EIF2B2	del
TCGA-4G-AAZO	MLH3	del
TCGA-4G-AAZO	ACYP1	del
TCGA-4G-AAZO	ZC2HC1C	del
TCGA-4G-AAZO	NEK9	del
TCGA-4G-AAZO	TMED10	del
TCGA-4G-AAZO	FOS	del
TCGA-4G-AAZO	JDP2	del
TCGA-4G-AAZO	BATF	del
TCGA-4G-AAZO	FLVCR2	del
TCGA-4G-AAZO	TTLL5	del
TCGA-4G-AAZO	ERG28	del
TCGA-4G-AAZO	IFT43	del
TCGA-4G-AAZO	TGFB3	del
TCGA-4G-AAZO	GPATCH2L	del
TCGA-4G-AAZO	ESRRB	del
TCGA-4G-AAZO	VASH1	del
TCGA-4G-AAZO	ANGEL1	del
TCGA-4G-AAZO	LRRC74A	del
TCGA-4G-AAZO	IRF2BPL	del
TCGA-4G-AAZO	CIPC	del
TCGA-4G-AAZO	TMEM63C	del
TCGA-4G-AAZO	ZDHHC22	del
TCGA-4G-AAZO	NGB	del
TCGA-4G-AAZO	POMT2	del
TCGA-4G-AAZO	GSTZ1	del
TCGA-4G-AAZO	TMED8	del
TCGA-4G-AAZO	SAMD15	del
TCGA-4G-AAZO	NOXRED1	del
TCGA-4G-AAZO	VIPAS39	del
TCGA-4G-AAZO	AHSA1	del
TCGA-4G-AAZO	ISM2	del
TCGA-4G-AAZO	SPTLC2	del
TCGA-4G-AAZO	ALKBH1	del
TCGA-4G-AAZO	SLIRP	del
TCGA-4G-AAZO	SNW1	del
TCGA-4G-AAZO	ADCK1	del
TCGA-4G-AAZO	NRXN3	del
TCGA-4G-AAZO	DIO2	del
TCGA-4G-AAZO	CEP128	del
TCGA-4G-AAZO	TSHR	del
TCGA-4G-AAZO	GTF2A1	del
TCGA-4G-AAZO	STON2	del
TCGA-4G-AAZO	SEL1L	del
TCGA-4G-AAZO	FLRT2	del
TCGA-4G-AAZO	GALC	del
TCGA-4G-AAZO	GPR65	del
TCGA-4G-AAZO	KCNK10	del
TCGA-4G-AAZO	SPATA7	del
TCGA-4G-AAZO	PTPN21	del
TCGA-4G-AAZO	ZC3H14	del
TCGA-4G-AAZO	EML5	del
TCGA-4G-AAZO	TTC8	del
TCGA-4G-AAZO	FOXN3	del
TCGA-4G-AAZO	EFCAB11	del
TCGA-4G-AAZO	TDP1	del
TCGA-4G-AAZO	KCNK13	del
TCGA-4G-AAZO	PSMC1	del
TCGA-4G-AAZO	NRDE2	del
TCGA-4G-AAZO	CALM1	del
TCGA-4G-AAZO	TTC7B	del
TCGA-4G-AAZO	RPS6KA5	del
TCGA-4G-AAZO	DGLUCY	del
TCGA-4G-AAZO	GPR68	del
TCGA-4G-AAZO	CCDC88C	del
TCGA-4G-AAZO	PPP4R3A	del
TCGA-4G-AAZO	CATSPERB	del
TCGA-4G-AAZO	TC2N	del
TCGA-4G-AAZO	FBLN5	del
TCGA-4G-AAZO	TRIP11	del
TCGA-4G-AAZO	ATXN3	del
TCGA-4G-AAZO	NDUFB1	del
TCGA-4G-AAZO	CPSF2	del
TCGA-4G-AAZO	SLC24A4	del
TCGA-4G-AAZO	RIN3	del
TCGA-4G-AAZO	LGMN	del
TCGA-4G-AAZO	GOLGA5	del
TCGA-4G-AAZO	CHGA	del
TCGA-4G-AAZO	ITPK1	del
TCGA-4G-AAZO	MOAP1	del
TCGA-4G-AAZO	GON7	del
TCGA-4G-AAZO	UBR7	del
TCGA-4G-AAZO	BTBD7	del
TCGA-4G-AAZO	UNC79	del
TCGA-4G-AAZO	COX8C	del
TCGA-4G-AAZO	PRIMA1	del
TCGA-4G-AAZO	FAM181A	del
TCGA-4G-AAZO	ASB2	del
TCGA-4G-AAZO	CCDC197	del
TCGA-4G-AAZO	OTUB2	del
TCGA-4G-AAZO	DDX24	del
TCGA-4G-AAZO	IFI27L1	del
TCGA-4G-AAZO	IFI27	del
TCGA-4G-AAZO	IFI27L2	del
TCGA-4G-AAZO	PPP4R4	del
TCGA-4G-AAZO	SERPINA10	del
TCGA-4G-AAZO	SERPINA6	del
TCGA-4G-AAZO	SERPINA1	del
TCGA-4G-AAZO	SERPINA11	del
TCGA-4G-AAZO	SERPINA9	del
TCGA-4G-AAZO	SERPINA12	del
TCGA-4G-AAZO	SERPINA4	del
TCGA-4G-AAZO	SERPINA5	del
TCGA-4G-AAZO	SERPINA3	del
TCGA-4G-AAZO	GSC	del
TCGA-4G-AAZO	DICER1	del
TCGA-4G-AAZO	CLMN	del
TCGA-4G-AAZO	SYNE3	del
TCGA-4G-AAZO	GLRX5	del
TCGA-4G-AAZO	TCL1B	del
TCGA-4G-AAZO	TCL1A	del
TCGA-4G-AAZO	TUNAR	del
TCGA-4G-AAZO	C14orf132	del
TCGA-4G-AAZO	BDKRB2	del
TCGA-4G-AAZO	BDKRB1	del
TCGA-4G-AAZO	ATG2B	del
TCGA-4G-AAZO	GSKIP	del
TCGA-4G-AAZO	AK7	del
TCGA-4G-AAZO	PAPOLA	del
TCGA-4G-AAZO	VRK1	del
TCGA-4G-AAZO	BCL11B	del
TCGA-4G-AAZO	SETD3	del
TCGA-4G-AAZO	CCNK	del
TCGA-4G-AAZO	CCDC85C	del
TCGA-4G-AAZO	HHIPL1	del
TCGA-4G-AAZO	CYP46A1	del
TCGA-4G-AAZO	EML1	del
TCGA-4G-AAZO	EVL	del
TCGA-4G-AAZO	DEGS2	del
TCGA-4G-AAZO	YY1	del
TCGA-4G-AAZO	SLC25A29	del
TCGA-4G-AAZO	SLC25A47	del
TCGA-4G-AAZO	WARS1	del
TCGA-4G-AAZO	WDR25	del
TCGA-4G-AAZO	BEGAIN	del
TCGA-4G-AAZO	DLK1	del
TCGA-4G-AAZO	RTL1	del
TCGA-4G-AAZO	DIO3	del
TCGA-4G-AAZO	PPP2R5C	del
TCGA-4G-AAZO	DYNC1H1	del
TCGA-4G-AAZO	HSP90AA1	del
TCGA-4G-AAZO	WDR20	del
TCGA-4G-AAZO	MOK	del
TCGA-4G-AAZO	ZNF839	del
TCGA-4G-AAZO	CINP	del
TCGA-4G-AAZO	TECPR2	del
TCGA-4G-AAZO	ANKRD9	del
TCGA-4G-AAZO	RCOR1	del
TCGA-4G-AAZO	TRAF3	del
TCGA-4G-AAZO	AMN	del
TCGA-4G-AAZO	CDC42BPB	del
TCGA-4G-AAZO	LBHD2	del
TCGA-4G-AAZO	EXOC3L4	del
TCGA-4G-AAZO	TNFAIP2	del
TCGA-4G-AAZO	EIF5	del
TCGA-4G-AAZO	MARK3	del
TCGA-4G-AAZO	CKB	del
TCGA-4G-AAZO	TRMT61A	del
TCGA-4G-AAZO	BAG5	del
TCGA-4G-AAZO	KLC1	del
TCGA-4G-AAZO	COA8	del
TCGA-4G-AAZO	XRCC3	del
TCGA-4G-AAZO	ZFYVE21	del
TCGA-4G-AAZO	PPP1R13B	del
TCGA-4G-AAZO	TDRD9	del
TCGA-4G-AAZO	RD3L	del
TCGA-4G-AAZO	ASPG	del
TCGA-4G-AAZO	KIF26A	del
TCGA-4G-AAZO	TMEM179	del
TCGA-4G-AAZO	C14orf180	del
TCGA-4G-AAZO	INF2	del
TCGA-4G-AAZO	ADSS1	del
TCGA-4G-AAZO	SIVA1	del
TCGA-4G-AAZO	AKT1	del
TCGA-4G-AAZO	ZBTB42	del
TCGA-4G-AAZO	CEP170B	del
TCGA-4G-AAZO	PLD4	del
TCGA-4G-AAZO	AHNAK2	del
TCGA-4G-AAZO	CLBA1	del
TCGA-4G-AAZO	CDCA4	del
TCGA-4G-AAZO	GPR132	del
TCGA-4G-AAZO	JAG2	del
TCGA-4G-AAZO	NUDT14	del
TCGA-4G-AAZO	BRF1	del
TCGA-4G-AAZO	BTBD6	del
TCGA-4G-AAZO	PACS2	del
TCGA-4G-AAZO	TEX22	del
TCGA-4G-AAZO	MTA1	del
TCGA-4G-AAZO	CRIP2	del
TCGA-4G-AAZO	CRIP1	del
TCGA-4G-AAZO	TEDC1	del
TCGA-4G-AAZO	TMEM121	del
TCGA-4G-AAZO	GOLGA6L6	neutral
TCGA-4G-AAZO	POTEB2	neutral
TCGA-4G-AAZO	POTEB3	neutral
TCGA-4G-AAZO	LINC02203	neutral
TCGA-4G-AAZO	POTEB	neutral
TCGA-4G-AAZO	OR4M2	neutral
TCGA-4G-AAZO	OR4N4	neutral
TCGA-4G-AAZO	GOLGA6L22	neutral
TCGA-4G-AAZO	NIPA1	neutral
TCGA-4G-AAZO	NIPA2	neutral
TCGA-4G-AAZO	CYFIP1	neutral
TCGA-4G-AAZO	TUBGCP5	neutral
TCGA-4G-AAZO	GOLGA6L1	neutral
TCGA-4G-AAZO	GOLGA8S	neutral
TCGA-4G-AAZO	GOLGA6L2	neutral
TCGA-4G-AAZO	MKRN3	neutral
TCGA-4G-AAZO	MAGEL2	neutral
TCGA-4G-AAZO	NDN	neutral
TCGA-4G-AAZO	NPAP1	neutral
TCGA-4G-AAZO	SNRPN	neutral
TCGA-4G-AAZO	SNURF	neutral
TCGA-4G-AAZO	UBE3A	neutral
TCGA-4G-AAZO	ATP10A	neutral
TCGA-4G-AAZO	GABRB3	neutral
TCGA-4G-AAZO	GABRA5	neutral
TCGA-4G-AAZO	GABRG3	neutral
TCGA-4G-AAZO	OCA2	neutral
TCGA-4G-AAZO	HERC2	neutral
TCGA-4G-AAZO	GOLGA8F	neutral
TCGA-4G-AAZO	GOLGA8G	neutral
TCGA-4G-AAZO	GOLGA8M	neutral
TCGA-4G-AAZO	GOLGA6L7	neutral
TCGA-4G-AAZO	APBA2	neutral
TCGA-4G-AAZO	NSMCE3	neutral
TCGA-4G-AAZO	TJP1	neutral
TCGA-4G-AAZO	GOLGA8J	neutral
TCGA-4G-AAZO	GOLGA8T	neutral
TCGA-4G-AAZO	CHRFAM7A	neutral
TCGA-4G-AAZO	GOLGA8R	neutral
TCGA-4G-AAZO	GOLGA8Q	neutral
TCGA-4G-AAZO	GOLGA8H	neutral
TCGA-4G-AAZO	ARHGAP11B	neutral
TCGA-4G-AAZO	FAN1	neutral
TCGA-4G-AAZO	MTMR10	neutral
TCGA-4G-AAZO	TRPM1	neutral
TCGA-4G-AAZO	KLF13	neutral
TCGA-4G-AAZO	OTUD7A	neutral
TCGA-4G-AAZO	CHRNA7	neutral
TCGA-4G-AAZO	GOLGA8K	neutral
TCGA-4G-AAZO	GOLGA8O	neutral
TCGA-4G-AAZO	GOLGA8N	neutral
TCGA-4G-AAZO	ARHGAP11A	neutral
TCGA-4G-AAZO	SCG5	neutral
TCGA-4G-AAZO	GREM1	neutral
TCGA-4G-AAZO	FMN1	neutral
TCGA-4G-AAZO	RYR3	neutral
TCGA-4G-AAZO	AVEN	neutral
TCGA-4G-AAZO	CHRM5	neutral
TCGA-4G-AAZO	EMC7	neutral
TCGA-4G-AAZO	PGBD4	neutral
