variant_A,variant_B,ces_A0,ces_B0,ces_A_on_B,ces_B_on_A,p_A_change,p_B_change,p_epistasis,expected_nAB_epistasis,expected_nAB_null,AB_epistatic_ratio,ces_A_null,ces_B_null,nA0,nB0,nAB,n00,n_total,ci_low_95_ces_A0,ci_high_95_ces_A0,ci_low_95_ces_B0,ci_high_95_ces_B0,ci_low_95_ces_A_on_B,ci_high_95_ces_A_on_B,ci_low_95_ces_B_on_A,ci_high_95_ces_B_on_A
pw.2698.tgs,pw.1211,8618.85124202062,891.186684813797,13343.9061396034,0.001,0.671095994880437,0.361341906651337,0.266476608086911,8.02345783837304,10.0361948356104,0.799452179814631,8839.26455987592,795.58843140755,109,50,8,498,665,7097.37540109048,10345.3733840409,680.777288066946,1141.281209443,6006.1107664479,25474.834582235,,721.849658801622
pw.2698.tgs,pw.444,8824.94265380986,876.041165187827,9173.17321872845,0.001,0.997253576240924,0.750891669546693,0.272262562446366,3.83105880251422,6.82101764785342,0.561655019866407,8839.26456020114,785.018880602966,113,35,4,513,665,7293.04246415573,10558.6719246105,628.904696025526,1180.85995605065,2808.98443751131,21913.1685646362,,983.868909873714
pw.2698.tgs,pw.1622,8924.8323400872,864.404009391531,6533.64146250589,0.001,0.858956714108539,0.600891617938563,0.0873043758162976,2.96553730223489,7.27216570319207,0.407792867114288,8839.26456073982,775.994889445029,114,39,3,509,665,7381.96401608348,10670.2944671559,628.465936057437,1153.14269193057,1608.74279468407,17317.0732372208,,823.363030003637
pw.2698.tgs,pw.1114,8208.90984590181,858.222044880704,31307.3662364525,0.001,0.328578744801634,0.611182084055381,0.137798677881616,10.9018123795905,6.72472589876022,1.62115341855054,8839.26456039006,772.346404303708,106,27,11,521,665,6741.16888247259,9876.60379037271,613.289361361619,1161.17406978917,15687.2120641695,56890.9328907811,,1290.61130325729
pw.2698.tgs,pw.185,8619.61959803481,857.352581233749,16351.0443351324,0.001,0.714874189088742,0.63967251450976,0.630113153486123,5.86127938158038,6.17915970724008,0.948556059283069,8839.26456062859,767.246223318755,111,29,6,519,665,7111.0280506918,10328.8781821364,603.591114343367,1174.03164009258,6355.45212225202,34536.3229092503,,1125.71018565766
pw.2698.tgs,pw.2062,8992.44393291139,844.722119343059,4557.04753035094,0.001,0.574904791386839,0.333240371594659,0.0285626455794535,1.97326740600337,6.74764461240103,0.29243795714683,8839.26456023917,749.766282132791,115,36,2,512,665,7444.16449899117,10742.9944448988,603.600678242518,1143.00573058677,751.881479125878,14359.7978086387,,690.270875145628
pw.2698.tgs,pw.1716,8550.16340268859,834.131628513939,18225.2748625608,0.001,0.588125591463232,0.563725521648849,0.560255907790854,6.7588913934505,6.44884795099095,1.0480773379704,8839.26455995805,744.498289792197,110,30,7,518,665,7047.40385037928,10253.7244302671,593.194886956426,1133.04077476565,7657.97662807002,36682.4198746118,,1033.67442185349
pw.2698.tgs,pw.3365,8739.43511541888,822.669872480918,11101.2006558897,0.001,0.864167415854587,0.267917137152373,0.136637749888951,6.39759862399602,9.45247888629011,0.676817023445047,8839.26455994331,733.637752211099,111,49,6,499,665,7209.60071847313,10472.7399907762,623.691127999666,1060.2047541496,4355.40199076554,23024.4550862281,,612.838080457892
pw.2698.tgs,pw.195,8713.55230544893,811.547254413681,12759.7058219355,0.001,0.911337114762509,0.782541422998109,0.600603350782665,4.6037630087719,6.03051814557359,0.763410854198502,8839.26456045533,723.803655310981,112,29,5,519,665,7194.89716948178,10433.4994792797,568.230903237343,1116.20010650656,4489.129281049,28447.7834893209,,1071.24191699393
pw.2698.tgs,pw.3059,8699.30728023596,799.086531515182,12471.8540655892,0.001,0.78962898052926,0.478732459646006,0.324915486538996,5.78223863259014,7.68090929826744,0.752806524338782,8839.26456004615,710.188543113283,111,38,6,510,665,7176.54707916869,10424.7452330413,585.38501414599,1059.55438973854,4878.83519571012,26014.4626683674,,760.068158200884
pw.2698.tgs,pw.1551,8516.047613079,792.334284278715,15689.9101675305,0.001,0.676083801344912,0.566016190678547,0.541346094829726,8.51316914704338,9.23316357518731,0.922020830424926,8839.26455951704,708.277466433131,108,44,9,504,665,7006.03899208395,10229.8430254737,597.433014962854,1025.79786213829,7403.10786635332,29149.3872737576,,800.053264339729
pw.2310.tgs,pw.2753.tgs,942.834315209444,1010.54485989331,3355.6492785944,0.001,0.923316760531523,0.967850932694722,0.407392228418016,7.95385525819391,5.05322715255827,1.57401498449702,1054.10017479126,983.203916342612,47,81,8,903,1039,698.274312256124,1238.79702086034,814.77254529529,1235.4608284545,1519.09348750043,6343.85955413845,,2675.62767049141
pw.2310.tgs,pw.2227.tgs,853.169212080433,729.353506554931,3315.45516591436,0.001,0.485609215234453,0.770143813880973,0.139770076171622,14.8167640994842,9.38349448360037,1.57902411786777,1054.10017477174,711.625808489682,41,157,14,827,1039,617.880155838665,1141.79120890601,625.272180942268,844.432292435731,1855.19009042008,5420.86621968791,,1255.09015787375
pw.2310.tgs,pw.164.tgs,1027.47576255489,573.64828083511,1692.17874597231,2198.84470851258,1,1,0.0226783037298715,10.7560033776112,4.59053052946745,2.34308503310596,1054.10017478846,616.501813696382,44,70,11,914,1039,765.435392460377,1341.33762592589,450.291222875352,717.481313742215,,5423.30427527762,688.159100105677,4571.13525422764
pw.2310.tgs,pw.2499.tgs,924.585504229523,606.124652327424,5699.03964759637,0.001,0.628801289716219,0.914674361757645,0.0401832906474933,8.35349964702536,3.29433195586444,2.53571885254453,1054.10017478114,590.269408506129,47,50,8,934,1039,684.777143719553,1214.77945744392,463.186037598824,775.839913548931,2562.95370939397,10897.6409953907,,2403.46800421334
pw.2310.tgs,pw.3294.tgs,951.76638909873,602.788810435897,3921.12859167816,0.001,0.605394684419754,0.822452550803855,0.243822170716011,7.39827691914379,4.07932328575978,1.81360397323005,1054.10017479059,586.235718710807,48,65,7,919,1039,707.226523380162,1247.10400311223,474.008258578418,753.042486928753,1665.29131778617,7736.38466042567,,1685.08349688683
pw.2310.tgs,pw.1900.tgs,852.017880444146,525.433182715466,6606.04195365894,0.001,0.621325183109606,0.976028178159351,0.00209909083489814,12.4377632386342,4.29601145690135,2.895188563488,1054.10017478414,513.049945426329,43,64,12,920,1039,622.031401406268,1132.76231041116,415.945424075291,652.650053525874,3478.49670319807,11369.5066389653,,2102.30361990041
