variant_A,variant_B,ces_A0,ces_B0,ces_A_on_B,ces_B_on_A,p_A_change,p_B_change,p_epistasis,expected_nAB_epistasis,expected_nAB_null,AB_epistatic_ratio,ces_A_null,ces_B_null,nA0,nB0,nAB,n00,n_total,ci_low_95_ces_A0,ci_high_95_ces_A0,ci_low_95_ces_B0,ci_high_95_ces_B0,ci_low_95_ces_A_on_B,ci_high_95_ces_A_on_B,ci_low_95_ces_B_on_A,ci_high_95_ces_B_on_A,fdr
pw.1900.tgs,pw.167,473.363337501085,985.781920958035,3305.64375961919,0.001,0.902287315610762,0.982581921673072,0.0260065396617186,7.92419861722508,2.95275204977566,2.68366543605553,547.84079344591,950.07171352201,43,29,8,585,665,345.565012946058,629.378981470484,701.234677799056,1338.57968492183,1466.58915596248,6479.0827017521,,4577.35081619584,0.0295414091303017
pw.1900.tgs,pw.3070,559.420966297412,605.279380647995,0.001,8440.78910898493,0.946030445598359,0.730753736235437,2.87277255281012e-05,12.4769883161064,3.09980487150079,4.02508829856301,547.840793446058,878.780039461862,39,24,12,590,665,419.547293709453,727.428617385429,394.242059158088,880.846986924875,,3396.81948133724,4383.48232597088,14866.3401298919,0.000220402877822153
pw.1900.tgs,pw.1563,445.143324166482,869.391362310309,3171.74291346996,0.001,0.814505920718847,0.986138769970834,0.00736703458941712,11.1624179011425,4.32163654242042,2.58291454905432,547.840793447137,838.722259307734,40,40,11,574,665,321.013951483606,597.801367979367,651.980916400897,1130.5439420844,1604.04336558499,5667.82922855484,,3316.16864713111,0.0106412721847136
pw.1900.tgs,pw.2642,450.133588990552,866.994329928519,4535.48933672706,0.001,0.478322128063225,0.891402117930264,0.000943095977497038,10.525477421839,3.09361279029291,3.40232541540612,547.840793448241,835.341691107136,41,26,10,588,665,325.996523253473,602.406470643437,613.667004256434,1182.03081516586,2187.1227952018,8487.94449857022,,3990.31544382039,0.00234770700781178
pw.1900.tgs,pw.1866,460.690666983056,852.540875059744,4345.32079334744,0.001,0.188170033071419,0.745414846467995,0.00210028182374953,10.4818195813843,3.17950697711675,3.29668079259555,547.840793444048,820.115294496966,42,28,9,586,665,335.002980186835,614.489241720024,606.443403164785,1157.6806910561,2019.44300867135,8293.68069352059,,3066.56197136079,0.00414739195575857
pw.1900.tgs,pw.735,423.437008293755,843.905920994749,3580.84023179075,0.001,0.680068844541495,0.979404246074879,0.00085427964307018,13.6235011986927,4.79017900840991,2.8440484530483,547.840793444269,816.069090537223,38,43,13,571,665,302.638493784039,572.795591266976,641.619450913275,1084.87731194684,1917.35292418491,6147.96947526393,,3279.71772171961,0.00217301402271965
pw.1900.tgs,pw.686,484.4903914931,795.692729710302,2347.367779453,1830.59573175977,0.86885662776628,0.97261294799558,0.00409195271366427,10.9974390100101,3.95819597117582,2.77839679745397,547.840793445413,833.91708812878,40,35,11,579,665,350.9398077965,647.589541270845,572.611947861081,1067.86159826925,703.643628975089,4979.05840385921,,5569.80252006872,0.00676690413425752
pw.1900.tgs,pw.1211,458.879467237406,825.61102843091,2517.25475791134,0.001,0.690661912146833,0.962162502413056,0.0479463245043659,10.5477371497639,4.95742522500406,2.12766439654272,547.84079344371,795.588431410962,41,48,10,566,665,332.316432247854,614.132350590418,630.828676683877,1056.95722349149,1235.47322837844,4565.28720782375,,2594.74868311246,0.0481521027211228
pw.1900.tgs,pw.444,461.986551864714,813.119217505846,3776.26165360816,0.001,0.724253188878585,0.977522238257601,0.00680099205250437,9.59928889425685,3.23864985930657,2.96397860567495,547.840793445919,785.018880612628,42,30,9,584,665,335.944521853,616.222314357445,583.83211637046,1095.81908825097,1757.61063518856,7184.5726033986,,3895.65900357713,0.0101688954650864
pw.1900.tgs,pw.1114,547.236841240324,640.709897980006,574.583405159326,4082.92387731053,0.999956716518489,0.709794969038696,0.0104682499479439,9.1492417203363,3.23456725403552,2.82858292988699,547.840793445914,772.34640430748,42,29,9,585,665,406.889159680819,716.055751198451,435.428360469565,901.889195699817,,3314.66017337493,1588.92309893957,8197.83097054175,0.0142416888826679
pw.1900.tgs,pw.185,518.368404595188,631.044259989616,1802.46446670183,4320.72444488875,0.97705221847253,0.893885224611904,0.000259376397559539,11.021490114133,3.0093744197072,3.66238579086658,547.840793444502,767.246223318764,40,24,11,590,665,380.37791813835,685.003942882696,415.154480027426,908.613342566182,,5507.60975475324,1269.5909782686,9179.7881703077,0.0010287131699819
pw.1900.tgs,pw.1716,550.197644140016,630.846114626275,469.272370783522,3483.8643408427,0.999566973049371,0.743649337590449,0.037621599052741,8.10785140248643,3.2320036215302,2.50861457842295,547.840793447432,744.498289792491,43,29,8,585,665,409.61217867534,719.195917750735,428.575408435299,888.231316781271,,3007.94302611394,1275.69848807332,7209.53234151023,0.0404756513946731
pw.1900.tgs,pw.3365,464.630019821336,737.687059762301,2530.72220196625,621.036183017909,0.844771926737565,0.999647035124563,0.0127249826918464,11.4433664711546,4.70200459816029,2.43372081678354,547.840793445801,733.637752217109,40,44,11,570,665,335.352736208041,623.373705273553,554.405019606484,956.578569664791,1100.35047149608,4791.77330481154,,3407.52631447715,0.0164283119547719
pw.1900.tgs,pw.195,461.829969767588,752.668808411195,3907.63453644795,0.001,0.691515985628814,0.915915332655079,0.00538331022373421,9.02637733444982,2.98424982042571,3.0246721546798,547.840793447546,723.803655317753,42,25,9,589,665,335.826768564978,616.018502963006,527.098865064115,1034.99366476442,1812.27329574492,7491.51121363964,,3436.46738873795,0.00837981954171079
pw.1900.tgs,pw.3059,454.580707345443,737.457273227304,3242.93187352424,0.001,0.843964258208661,0.955865474954639,0.010615824462662,9.92749274803397,3.78890699366756,2.6201468562374,547.840793442667,710.188543123036,41,34,10,580,665,329.207529326852,608.379986395774,540.366921213033,977.551122239209,1577.31551206505,5976.87027036573,,2916.81962877331,0.0143416860872959
pw.1900.tgs,pw.1551,496.380422655736,674.780698342269,1729.40997881544,1535.8075174603,0.990494278551197,0.99463070059811,0.0176226348715259,10.7348426299284,4.57175204075946,2.34808067765309,547.840793442966,708.277466433131,40,42,11,572,665,360.238833360997,662.26714532447,497.385792676177,888.571751966527,393.601744073272,3836.55406752469,,4265.48575942278,0.021274501164358
pw.1779.tgs,pw.2146.tgs,507.636151692192,305.405654025458,0.001,2677.23920072286,0.918631275528846,0.422217676689389,0.000388168635759275,13.5301208333474,4.26611632236129,3.17153115643562,492.810827816096,373.218115530326,50,51,13,925,1039,392.344777191532,643.584619917067,229.054935097613,397.099261134923,,1955.62101782799,1439.98815540856,4562.44499669158,0.00124752515241389
