variant_A,variant_B,ces_A0,ces_B0,ces_A_on_B,ces_B_on_A,p_A_change,p_B_change,p_epistasis,expected_nAB_epistasis,expected_nAB_null,AB_epistatic_ratio,ces_A_null,ces_B_null,nA0,nB0,nAB,n00,n_total,ci_low_95_ces_A0,ci_high_95_ces_A0,ci_low_95_ces_B0,ci_high_95_ces_B0,ci_low_95_ces_A_on_B,ci_high_95_ces_A_on_B,ci_low_95_ces_B_on_A,ci_high_95_ces_B_on_A,fdr
pw.2753.tgs,pw.735,923.421972285151,802.13266789309,3284.54629158419,1122.40591307894,0.925311126790742,0.9977425721956,0.0473946755109504,11.217524453595,5.4147572196653,2.07165787837269,1023.05338316933,816.069090550296,47,45,11,562,665,685.722714259722,1209.83420603261,599.923756078424,1043.87986669831,1089.71221512045,6743.39735669688,,3720.3087452016,0.0478032502998379
pw.2753.tgs,pw.195,1047.05652182162,533.127885937032,0.001,4843.52293666154,0.906217506978687,0.597338265613611,0.00278722387996193,10.092750804142,3.35948482121649,3.00425551572736,1023.05338316459,723.803655314564,48,24,10,583,665,800.057463122566,1340.38873400883,347.232057383699,775.904235503646,,4778.52110905691,2373.06863863951,8809.74105553908,0.00494472339235216
pw.2753.tgs,pw.1551,1017.73486942792,622.278480244894,1149.10027257054,2516.38636146286,0.999637083410571,0.855100508667851,0.0392415807277382,11.0500646744302,5.25301486707495,2.10356622892698,1023.05338316401,708.27746643633,47,42,11,565,665,767.948407846834,1315.22457017994,453.370031967682,828.279569986358,,4466.06386409249,960.913640013283,4955.02402085815,0.0415499090058405
pw.2227.tgs,pw.1364.tgs,728.809061998517,335.693777466941,0.001,1616.73790873166,0.826479447317175,0.559882208871291,0.0266757194836454,17.5895628986085,9.65442041053471,1.82191805936016,711.625808484408,440.58040546282,154,40,17,828,1039,624.804640852156,843.803027821458,242.089483310173,450.807437948592,,1388.77807015805,957.447452455301,2538.98606039714,0.0302281760734771
pw.2227.tgs,pw.457.tgs,724.661133294101,268.573913172298,0.001,1929.39896450536,0.800085974025044,0.457211064995945,0.000502418824541743,20.1636135578791,8.60398418200086,2.34352052855472,711.625808470091,400.052610196952,152,31,19,837,1039,621.258368470198,838.985892501657,184.764311759915,374.570047445614,,1722.345521382,1176.18675104203,2968.12926076888,0.00149765611392061
pw.2227.tgs,pw.1052.tgs,698.118325378968,349.282144308209,1041.70476138196,1009.8186059845,1,1,0.0031308559967979,29.0844540859739,16.1292572592817,1.80321099840088,711.625808471216,401.010614240977,143,67,28,801,1039,593.649382197606,813.877983202531,273.608610324243,437.348174363985,140.672435593206,2253.11611635299,519.597533256134,1655.1391893079,0.00544699110223575
pw.2227.tgs,pw.2237.tgs,734.203745506708,300.145251462835,0.001,1391.60329554434,0.614730989626499,0.232909009451767,0.0144822912879049,21.1132941928942,11.9580857082603,1.76560820084352,711.625808485225,387.925521547927,151,50,20,818,1039,629.417006653209,850.067665340696,224.417914822723,391.270922815677,,1051.26253735821,859.585584214454,2119.84300157587,0.0181708105167279
pw.2227.tgs,pw.2146.tgs,730.453476057193,271.803985913007,0.001,1525.62937506728,0.753147050826942,0.383862967096202,0.00273430234179861,21.9050082715605,10.9965824434061,1.99198327155683,711.625808489451,373.218115523907,150,43,21,825,1039,626.211092424964,845.712132040717,198.419753525228,361.394067142841,,1306.58527013475,953.581780345183,2304.02338628366,0.00488417364870897
pw.2227.tgs,pw.1438.tgs,732.497329851253,219.705478686086,0.001,1617.1357689803,0.681102223859719,0.189550068335985,7.17902962164529e-06,30.1538404430945,13.0588792764137,2.30906801455442,711.625808450174,329.062811785609,142,47,29,821,1039,627.960640002299,848.083852187134,162.703933228676,288.697729777882,,1245.98256577528,1083.79893883781,2318.01755295023,8.10460304535479e-05
pw.2227.tgs,pw.1455.tgs,730.609596774309,180.013603599491,0.001,1178.94579985892,0.697437473576305,0.227345506819371,0.000184753279285562,25.5016435180148,11.6331670466254,2.19214968854182,711.625808462377,257.613926579591,147,44,24,824,1039,626.345204824663,845.891577440606,131.909822961222,238.605696569151,,1295.07318405457,759.795761165249,1740.47984617047,0.000839461501996534
pw.2227.tgs,pw.1320,729.849422484287,1120.53099661047,5216.46355169421,0.001,0.831547215204488,0.976338215258912,0.000381474494862261,18.4401947204674,7.87074015358828,2.3428793684747,837.955720133003,1025.1143526583,105,23,18,519,665,598.811788356681,878.809311912873,811.442763837619,1499.7473023864,2992.51637892625,8741.16538684924,,2653.73148088107,0.00124752515241389
pw.2227.tgs,pw.3070,856.811720121627,614.934013167409,0.001,3547.00852177043,0.790438725614303,0.426113765537269,0.0233137489309537,14.0293241022763,7.09332842611726,1.97781961577037,837.955720130377,878.780039465616,110,23,13,519,665,713.912225373705,1017.70514698316,396.558056645815,901.79067092041,,2038.4104362159,1930.74503538112,5931.92439606071,0.0267422414207998
pw.2227.tgs,pw.735,866.504173862511,556.850049176659,0.001,3475.66708486404,0.760119718488932,0.465469638970296,0.00143049055010545,22.061238464728,10.9689880335698,2.01123735363838,837.955720140907,816.069090535605,102,35,21,507,665,721.950900869875,1029.25048477794,392.061591717203,762.488403115892,,1615.826213096,2160.85015357714,5289.16680223524,0.00326570525585049
pw.2227.tgs,pw.1211,866.671435169119,493.847224208315,0.001,3891.95140970777,0.631535349835635,0.278912912508341,2.71052808029358e-05,25.4972612197856,11.2866775397333,2.25905817987851,837.955720132358,795.588431404324,98,33,25,509,665,722.092904147257,1029.47107253326,343.859040904469,682.239936451581,,1520.42479605375,2515.46917817998,5756.13449589688,0.000218711576134034
pw.2227.tgs,pw.444,856.798997664629,528.26892863426,0.001,3406.45859894281,0.87563232739016,0.572637526128951,0.00696797524340492,15.9711374720717,7.54386601894778,2.11710248193133,837.95572013557,785.018880600605,108,24,15,518,665,713.905247216112,1017.68401423197,344.064162841702,768.842264172129,,2222.59173371731,1940.19962198471,5514.41302878507,0.0103050514499949
pw.2227.tgs,pw.1622,730.349617968194,847.335464500367,5111.13897125668,0.001,0.822909571475801,0.909821808192614,0.000456151581913365,18.4916367783227,7.9643226829016,2.32180908717096,837.955720136657,775.994889437287,105,24,18,518,665,599.21808514487,879.416555130472,616.111386127376,1130.3171355077,2936.97872886589,8539.49980785339,,1908.94973974964,0.00137728348603519
pw.2227.tgs,pw.1114,859.238897519495,512.692343236868,0.001,3362.7928985081,0.573918472930661,0.180207071038809,0.00444978271145515,15.7275483722766,7.39144736151739,2.12780360909556,837.955720135854,772.346404303325,108,23,15,519,665,715.916612530329,1020.6174462157,330.618669778079,751.872968430848,,1617.83097970717,1913.88117369467,5449.92737772803,0.00725609166885369
pw.2227.tgs,pw.2062,858.212664643127,540.754593664494,0.001,2821.78695387992,0.84883545773962,0.575016589437381,0.0457888258880533,13.9362047715719,7.55839780138618,1.84380408887927,837.955720134126,749.766282130454,110,25,13,517,665,715.0757569871,1019.37343959637,355.457970843614,781.481981611162,,1992.53505151831,1535.30515066037,4722.15856987036,0.0464841009015378
pw.2227.tgs,pw.3059,860.557525896802,459.395804011074,0.001,3206.37266547165,0.763664174136476,0.30022239681625,0.0013483424055324,18.7021676992458,8.68446694978445,2.15351935903331,837.955720133027,710.188543122461,105,26,18,516,665,717.025704743424,1022.16612578782,304.609884407069,659.475686754953,,1874.68531683392,1917.96361086104,5018.7268077357,0.00310849382162149
pw.2227.tgs,pw.1551,866.717984912282,482.414317832272,0.001,2955.97222568872,0.743053107553027,0.292540988801306,0.00224807748720868,20.5223640253838,10.3520241184922,1.98244940221149,837.955720132369,708.277466433843,103,33,20,509,665,722.141158171285,1029.51774557204,335.887480404079,666.478728803325,,1590.33756396313,1814.62826490329,4543.1259690917,0.00431188632792484
pw.164.tgs,pw.735,402.004470550803,843.469530301763,2946.68734571547,0.001,0.257107773311559,0.780535389917542,0.00770315165715651,10.605816005897,3.99549544375323,2.65444327373186,507.316631040808,816.069090541835,32,46,10,577,665,278.28220956654,557.911199006138,641.280993207662,1084.32790267028,1444.54936536665,5355.04242285013,,2634.48783513404,0.0109910822425282
pw.164.tgs,pw.686,413.561449688233,859.982081924835,3002.56729581751,62.9736991197604,0.462766121648733,0.971482492917843,0.0132721582575333,8.93973138066399,3.29112449372432,2.71631516756985,507.316631041779,833.917088126824,33,37,9,586,665,287.995678033554,571.234556043642,634.153047552578,1133.90746685751,1390.59554899022,5674.55054568548,,3660.81286109078,0.0168787230014282
pw.164.tgs,pw.1211,376.688569965785,819.835809479431,3515.07549457031,0.001,0.220091537258123,0.843472749666866,0.000621002190225355,12.5976242287318,4.09288502381055,3.07793259655343,507.316631041483,795.58843140254,30,46,12,577,665,257.438004797688,528.103125354059,626.424151406998,1049.54613260532,1834.67765713968,6137.68940012649,,2951.38769894056,0.00168833818770012
pw.164.tgs,pw.444,433.635417864631,811.610100366011,3153.03922558258,0.001,0.404325622519559,0.845262446162613,0.0286885994646563,7.51268093623863,2.68061296095486,2.80259815410373,507.316631042414,785.018880601175,35,32,7,591,665,305.346740862105,593.66629100278,582.748434932343,1093.79233159206,1319.968324295,6387.92511516157,,3350.32670696982,0.031943874167455
pw.164.tgs,pw.1716,432.155898119947,753.151010206693,3005.48283466498,507.412510450233,0.574059189571431,0.997469461031221,0.0148415604223791,7.92265261995569,2.72022469287394,2.91249933901061,507.316631038943,744.498289795481,34,29,8,594,665,302.762074122521,593.940334802454,531.07690035515,1028.72191405721,1177.32640082313,6163.4941664279,,4291.01246866025,0.0185222674071291
pw.164.tgs,pw.3365,414.872219025176,758.67102971964,2611.34941363812,0.001,0.385582361417967,0.836283189284822,0.0282681984375921,9.39837821681101,3.9276307779677,2.39288740416534,507.31663103983,733.637752221564,33,46,9,577,665,288.903008166989,573.055630248772,575.312293666957,977.447585765044,1229.00972421586,4871.84230314451,,2434.05484671034,0.0317254601170098
pw.164.tgs,pw.195,420.251705175757,750.235434784145,3866.10759428835,0.001,0.297420338056126,0.885790235423912,0.0053895847907157,8.19047071024662,2.48504227268092,3.2959080013599,507.316631041112,723.803655314601,34,26,8,597,665,294.324882149992,577.83845161176,525.40373921227,1031.62475196217,1712.11772621708,7603.36108485714,,3487.0371352107,0.00837981954171079
pw.164.tgs,pw.3059,411.407878812227,734.658588237461,3246.67936280957,0.001,0.396144754551224,0.873647697894313,0.00828350491740137,9.15275930967351,3.19457765644947,2.86509213234969,507.316631041042,710.188543126985,33,35,9,588,665,286.494448884619,568.260485691554,538.321280316766,973.829815338003,1518.363531563,6126.50270939456,,2905.73200986828,0.0117475160646783
pw.164.tgs,pw.1551,415.830329322222,734.073609577152,2488.02271278561,0.001,0.442285613067823,0.843918933700348,0.0377304271561037,8.81986687086625,3.83747229027289,2.29835323976738,507.316631040917,708.277466438531,33,44,9,579,665,289.567384497476,574.385843552583,553.626606183225,950.111222438531,1171.22089238067,4640.43184937876,,2301.88783158004,0.040499632818937
pw.2499.tgs,pw.1900.tgs,611.883411098346,449.997620710075,0.001,2824.83001373911,0.912214568733906,0.702684968020912,0.0118162592770141,11.2944836732009,4.506580534685,2.50622031189116,590.269408504099,513.049945430804,47,65,11,916,1039,467.579880676576,783.225856333556,349.248992284741,568.494407472076,,2026.59511152695,1437.21423617351,4997.09275836187,0.0156214953153746
pw.2499.tgs,pw.1438.tgs,613.329105392411,288.670623713101,0.001,1793.91357013238,0.833966225740426,0.46051590439096,0.0116306231426493,11.3869343069488,4.61185059853644,2.46905966783973,590.269408498636,329.062811787433,47,65,11,916,1039,468.68131079618,785.080359243214,224.035309900436,364.69372720768,,1812.03576452123,911.799149220928,3178.45974091043,0.0154196363477617
pw.2499.tgs,pw.1121,542.892093321322,792.238927015263,1326.96972837497,3731.28108112909,0.991610222153987,0.954192473245537,0.0450429020718644,6.20690723593723,2.08178173640118,2.98153602147901,563.222865391055,866.505129195588,29,30,6,600,665,374.174499494825,754.499925388946,543.706000727959,1105.62248067924,,5143.60579395833,377.385161941059,9848.01621949942,0.0460861611722567
pw.2499.tgs,pw.1866,460.45781480667,838.774413000496,4933.05074963071,0.001,0.523577239924672,0.919640008464326,0.00491997016080273,8.26209688626421,2.18058415962656,3.7889374045894,563.22286539409,820.115294489408,28,30,7,600,665,310.259629349546,652.746343809036,596.67291584562,1138.9313422441,2061.43287816309,10030.650632456,,5473.39214566288,0.0078585188916576
pw.2499.tgs,pw.1211,586.873896597841,672.488852967779,0.001,5919.21691887358,0.993326385461037,0.895724436119343,0.00262394095917722,10.2967899751478,3.38169898282741,3.04485704595112,563.222865391563,795.588431402663,25,48,10,582,665,413.248083231055,803.45549964334,499.67468012875,881.260814631314,,2819.27087335195,2846.47574372668,11135.9395227725,0.00480468559656533
pw.2499.tgs,pw.3365,586.239528407457,626.733315048853,0.001,5312.25847963853,0.879797529667487,0.526569810070589,0.00500352484495108,9.74053614183422,3.25600601891734,2.99155962404304,563.222865396478,733.637752213286,26,46,9,584,665,412.801492564391,802.58579008468,462.55844273342,825.85229157465,,2497.3030839467,2457.74627880835,10227.1605373039,0.00796479465114662
pw.2499.tgs,pw.195,577.783117463964,609.965856309156,0.001,5149.57155953808,0.966162667713213,0.646404065624694,0.0287750617507449,6.47139130974771,2.06666925111551,3.13131445985114,563.222865398114,723.803655311065,29,28,6,602,665,406.858862491756,790.984926630811,410.981808990938,864.728556156225,,3650.057349338,1992.85576582872,10963.3633027428,0.031943874167455
pw.2499.tgs,pw.3059,582.429463634231,611.378020463934,0.001,4553.32921489269,0.933254180028714,0.672255274380851,0.0284474025605498,7.31280009607835,2.6044285188084,2.80783290586303,563.222865396723,710.188543123271,28,37,7,593,665,410.124093415815,797.366773231521,434.884917669095,830.209922787412,,2879.36306723127,1899.88631731321,9284.84352598312,0.0318502019098979
pw.2499.tgs,pw.1551,587.805774669258,614.893960722899,0.001,4474.28823325999,0.855892631905038,0.425904186056705,0.0183730097368175,8.51784504445103,3.14848298954204,2.70538067785146,563.222865395214,708.277466429635,27,45,8,585,665,413.871443988965,804.676570623286,452.253431094532,812.729546499328,,2253.56359088476,1974.41831276557,8862.45145556734,0.0218793093049124
pw.3294.tgs,pw.1900.tgs,605.830553079813,417.001255549985,0.001,3480.84659383333,0.943324864767864,0.445445480120687,0.000128200601238673,16.7707387693159,5.61740150664382,2.98549760943397,586.235718717411,513.049945432219,56,60,16,907,1039,476.402013777247,756.843994035105,320.162295433992,531.651617198717,,2024.90950722799,1995.24817464546,5665.32200065196,0.000645584998615883
pw.3294.tgs,pw.1779.tgs,511.173951975336,510.138146134421,2996.65894085009,0.001,0.79990620446247,0.951062670046787,0.0198730445370858,11.2234381891643,4.75910983308546,2.35830619229223,586.235718704406,492.810827818438,61,52,11,915,1039,393.355039904151,650.476160008688,394.273761300091,646.765947673167,1526.54422148487,5289.7075699568,,1664.87959106236,0.0234271658522825
pw.3294.tgs,pw.1364.tgs,601.444866248202,367.274682209737,0.001,2528.04716730446,0.963621002177599,0.691866046186657,0.00733727572475395,11.2199972795392,4.18450439815575,2.68132046521069,586.235718710231,440.580405463177,61,46,11,921,1039,472.951964309424,751.347398655029,271.100189717393,483.939815406607,,2288.00303485774,1292.5099322998,4440.82053166609,0.0106365020458698
pw.3294.tgs,pw.457.tgs,598.921268049632,322.008050635474,0.001,2705.3805272615,0.927663216431138,0.532397489518275,0.00185425385094231,11.7014689351704,3.77084977542132,3.10313845209147,586.235718707148,400.052610184095,61,39,11,928,1039,470.974685328675,748.197284961989,231.216684401446,433.940660271807,,2569.01550104297,1379.36638736634,4768.26393531483,0.00387070287560724
pw.3294.tgs,pw.1052.tgs,440.285127761279,413.236615198027,3954.55210341391,0.001,0.279241102704829,0.793441426168544,7.98210513120455e-06,21.2544594659918,7.08790167854329,2.99869558438346,586.235718706981,401.010614237274,52,75,20,892,1039,331.168638193101,571.101836538545,335.564638598473,502.080061253345,2415.95989398654,6121.04070647708,,1111.06340287563,8.49005727591757e-05
pw.3294.tgs,pw.2237.tgs,604.805391313874,290.642836434321,0.001,3458.97429193602,0.784712279626569,0.112461473821175,3.06820071023324e-07,19.7263763304437,5.25623070648093,3.75295100843293,586.235718710359,387.925521539703,53,51,19,916,1039,475.593239691539,755.563294103667,217.979964095774,377.908532613998,,1918.61455991924,2067.30510663089,5479.26539297732,8.97448707743223e-06
pw.3294.tgs,pw.2146.tgs,586.699562579451,325.407758190241,573.57244892239,1734.89318726372,0.99998836504436,0.726992097314281,0.00703315222180165,12.3267463688969,4.82199817776215,2.55635649672054,586.235718706528,373.218115528546,60,52,12,915,1039,458.075101280302,736.91539655942,244.965152771286,421.694627964668,,2711.55174339577,769.401850450581,3212.87747268677,0.010350676854727
pw.3294.tgs,pw.1438.tgs,596.655046414465,268.271120440346,296.839556895436,2183.51551850906,0.990043254767783,0.312427112653787,4.41544667014683e-05,17.668062789343,5.75575517764138,3.06963417380499,586.235718706609,329.062811787968,55,59,17,908,1039,467.086936086393,747.84088426544,205.537099758073,342.671043832865,,2332.11680638995,1214.99670611852,3603.29596538291,0.000309757288761853
pw.3294.tgs,pw.1750.tgs,601.056085757404,264.798575852263,0.001,2621.23894310329,0.864863603583333,0.297684855791174,7.55087371300596e-05,14.5764827350466,4.22173959986271,3.45271952242639,586.235718710562,340.542752327184,58,43,14,924,1039,472.651007994107,750.871320584461,193.318570400636,352.045728387171,,2289.71228587248,1446.97226956872,4376.34094965455,0.00044731758198567
pw.3294.tgs,pw.1455.tgs,586.54501957493,223.089080565298,577.980909467994,1282.96845950806,0.99999484408021,0.698591376531459,0.00282894551681888,13.6713561180156,5.11686217860223,2.6718241845924,586.23571870327,257.613926580475,59,55,13,912,1039,457.811738290713,736.874924913174,169.317254599613,287.142987261975,,2722.53033676827,595.469862786205,2325.19540277546,0.00499602453536315
pw.3294.tgs,pw.1320,595.490032106472,1064.95835456879,4146.88031285875,0.001,0.850867866082128,0.95407578835675,0.0171684669505205,9.49867122675803,3.63894004697066,2.61028516660105,695.95520857833,1025.11435265202,45,32,9,579,665,437.951541321009,786.967498563391,771.265745930192,1425.21434925366,1934.7398547269,7859.55136403495,,4424.09400817947,0.0208697208645288
pw.3294.tgs,pw.167,714.530619623496,773.839596390577,0.001,5219.17719062402,0.897175202589466,0.618874033772817,0.0309737493220675,8.06708597663785,3.10446691149523,2.59854145868556,695.955208578464,950.071713543335,46,29,8,582,665,540.407919998178,922.614564746031,525.228473708661,1090.76627931282,,2948.8878910942,2346.08628413918,9988.96070228646,0.0341880063271877
pw.3294.tgs,pw.3070,712.416531205365,657.07794217038,0.001,6676.0142601001,0.909418237483353,0.341961920950905,0.001120779816363,11.1223782710224,3.33157291171258,3.33847661923298,695.955208581127,878.780039455887,44,26,10,585,665,538.818453276469,919.866535559226,435.738729427455,943.106504942226,,3426.40895220703,3261.68712729045,12200.8069265671,0.0026898715592712
pw.3294.tgs,pw.1121,636.608497680587,793.971720344306,3053.66818844728,2629.3001134501,0.994535134843903,1,0.00263670390745088,9.99149188054679,3.19531185610551,3.12692229444063,695.955208577032,866.505129205252,44,26,10,585,665,469.210160366829,838.830214768517,538.57405276564,1115.49381578752,543.09588742797,7250.47667933732,,7244.5392920408,0.00480468559656533
pw.3294.tgs,pw.1563,720.661655760559,648.092450322105,0.001,5492.80704387414,0.977527456244223,0.705820738420278,0.000860302023810677,13.1304082217525,4.58705696133559,2.86249077184543,695.955208569567,838.722259314522,41,38,13,573,665,545.082926837091,930.620649571012,463.193710453357,876.70103926168,,2794.01936500903,2937.18437614092,9462.20455090873,0.00217301402271965
pw.3294.tgs,pw.2642,677.650225276084,714.182117992674,1442.11255196732,3788.43135661292,0.989905696955786,0.894671785281757,0.009062351078549,9.48699544086077,3.27469712549772,2.89706042338766,695.955208578503,835.341691105714,45,27,9,584,665,505.50733133012,883.973784307494,479.852517281291,1013.09177896174,,5261.85836400784,1063.78891704339,8254.53082032924,0.0125851047619019
pw.3294.tgs,pw.1866,605.804747595074,853.78525405091,4389.96934898271,0.001,0.422787631516381,0.896165947865458,0.0185621376325442,9.18837812673104,3.37901970357531,2.71924372533516,695.955208571114,820.115294490954,46,29,8,582,665,447.118309340565,798.259251710357,607.328042265133,1159.3697294594,1943.0213919019,8640.07037450015,,3435.5766635681,0.0220484274417023
pw.3294.tgs,pw.735,721.726081869087,617.01361401915,0.001,6192.69458812662,0.963711905394575,0.421317521097301,6.11105052956151e-05,15.9322494368471,5.11560950282133,3.11443815796735,695.955208574241,816.069090529617,39,41,15,570,665,545.843774110149,931.919518003711,446.838994322415,825.775239712527,,2772.66664246036,3435.93851757008,10442.3431948874,0.000381329553044638
pw.3294.tgs,pw.686,721.34710811742,660.060951453201,0.001,4732.35590700299,0.956479580907747,0.523908987505683,0.00734100461712807,10.7658912991709,4.19371528561337,2.56714883246927,695.955208574434,833.917088129771,43,35,11,576,665,545.555046771046,931.44649425639,464.740676815812,903.70072557301,,2585.11087004139,2394.11090538347,8452.99817738698,0.0106365020458698
pw.3294.tgs,pw.1211,650.274499916478,703.366524281413,1779.95453751017,3157.66056416595,0.979570531504017,0.943741350441484,0.000856816375784535,14.4484561066583,5.28385395645965,2.73445409841327,695.955208580967,795.588431402231,40,44,14,567,665,477.809553812023,858.0293132546,518.891873967854,925.865235457111,,4547.80934093636,987.614697652724,6493.19394474083,0.00217301402271965
pw.3294.tgs,pw.1114,698.26066975695,524.945111695518,629.606618548412,7571.92839151802,0.999751827373527,0.172508224791361,1.44454031537991e-06,14.9835345498815,3.44285326561191,4.35206887831697,695.955208578067,772.346404295493,40,24,14,587,665,524.951957515067,905.428886977831,342.102849203617,763.430657739095,,4929.84657632882,3932.48642941636,13168.4145473199,2.81685361499082e-05
pw.3294.tgs,pw.185,684.091933882691,593.145059132062,1215.67976947415,5016.65103686435,0.994117893048373,0.729760227863936,0.000389185197120571,11.2899495598042,3.21858640678679,3.50773542571294,695.955208575211,767.2462233181,43,24,11,587,665,511.45181958364,890.723424122167,387.457538751059,860.267078115242,,5486.43828736815,2067.24884810909,9699.84711523923,0.00124752515241389
pw.3294.tgs,pw.2062,595.088047585059,781.429853070554,4208.46720973503,0.001,0.768157572567812,0.962239456879584,0.0159121070683004,9.3698322175032,3.56619897418116,2.62740028959114,695.955208574348,749.766282125616,45,29,9,582,665,437.655417208009,786.436206208317,558.483739592993,1057.10561969543,1956.89580684835,8025.24655357651,,3257.01700271755,0.0196337753781949
pw.3294.tgs,pw.1716,717.14387514703,608.089136192509,0.001,3766.70799933577,0.885118579999653,0.493868524913553,0.0476692942916312,8.16748409169322,3.46903994978096,2.35439320674555,695.955208574806,744.498289790124,46,29,8,582,665,542.379139817228,926.000574171616,412.699303834246,857.211001132575,,2597.62100679189,1684.06948810158,7277.30331883283,0.0479768381257708
pw.3294.tgs,pw.3365,633.056493234754,643.14054568446,2335.70995106885,3131.51778660354,0.937213764949084,0.898641386690402,9.40067862344136e-05,15.612776120107,5.06143252553783,3.08465558739183,695.955208572911,733.637752205809,39,40,15,571,665,462.629587434712,838.884938707304,468.667890132891,854.639441557716,279.7483839034,5474.33764350109,897.319465117125,6559.08299943462,0.000505691677674777
pw.3294.tgs,pw.195,712.581388244928,531.766943821838,0.001,5053.61111717122,0.949348151125377,0.648737897867889,0.00230477456571731,9.93838908032532,3.19612129677074,3.10951561518231,695.955208581355,723.803655315411,44,24,10,587,665,538.928790627018,920.071146031402,346.378221117226,774.011389475558,,3513.25696567271,2456.42500244398,9303.15154137645,0.00438469307624269
pw.3294.tgs,pw.3059,718.501836679844,553.602027543404,0.001,4360.85437145295,0.933388822489085,0.606435384177195,0.00405344387600221,11.1427775067608,4.08976055508258,2.72455498474429,695.955208572452,710.188543120427,43,33,11,578,665,543.402788242565,927.756014861937,385.501355888191,764.710461935425,,2782.85959957524,2200.64442129079,7819.79309037883,0.00676281012836551
pw.3294.tgs,pw.1551,683.414286556912,597.030770624943,998.922767177785,3320.30075927319,0.995317372835099,0.726656625123035,0.00234402000952014,12.6797778070307,4.84376103046335,2.61775461821613,695.955208576765,708.277466431093,41,40,13,571,665,508.281325716014,893.322115289224,431.609585080356,799.698197728603,,3607.26049047581,1400.98912842708,6328.52797037861,0.00444130107066974
pw.1900.tgs,pw.1779.tgs,444.092322761398,511.070926571716,2821.9481664287,0.001,0.540088791741606,0.884318144505761,0.00729146829634914,12.4709867230907,4.98181555022191,2.50330157697934,513.049945420349,492.810827817252,64,51,12,912,1039,343.955527146594,562.012774338097,394.99428415093,647.94677723432,1481.73856704519,4879.83340997958,,1558.84065590186,0.0106305519086959
pw.1900.tgs,pw.457.tgs,448.378163731324,415.067212212079,3306.46196437723,0.001,0.633031332373253,0.838826651621281,0.00366713854018844,11.2686480725083,3.95353802200286,2.85026930556737,513.049945428836,400.052610182832,65,39,11,924,1039,347.992624891955,566.446168786998,310.366906676043,541.037991599216,1675.11753992177,5892.46567298265,,1440.624138593,0.00619574309317036
pw.1900.tgs,pw.2179.tgs,525.301074216875,325.022873042297,0.001,2858.74162833364,0.885309207191855,0.52306995045987,0.000445053565227476,13.0285745219226,4.1248873552543,3.15852856086525,513.049945420381,416.077225184976,63,40,13,923,1039,415.839131597557,652.488262884046,234.407243861572,436.446932133706,,2013.1063747048,1545.91182608742,4830.29824358843,0.0013542683559127
pw.1900.tgs,pw.1052.tgs,422.069272305172,415.217892614163,2550.4811696809,0.001,0.298592551525959,0.735029330765712,0.00267363159444422,17.1213757663619,7.40878661039615,2.31095544611001,513.04994541994,401.010614237652,60,79,16,884,1039,324.04873761479,538.12640118273,337.170152003409,504.491470433358,1473.09725176032,4103.34119303669,,898.408688938389,0.0048125368699996
pw.1900.tgs,pw.2237.tgs,529.765750090876,315.034551084351,0.001,2376.41612529029,0.93281097452581,0.521436860080533,0.000615035544547296,15.2030565688018,5.496617220995,2.76589326808712,513.04994543197,387.925521543073,61,55,15,908,1039,419.368357398786,658.042916965569,238.919853134083,405.831939256843,,1689.62240839595,1340.22808228207,3905.28370791449,0.00168441415517205
pw.1900.tgs,pw.2146.tgs,481.777391598323,360.877544323996,1515.90980551737,704.019285340222,0.932314854190883,0.984799323419206,0.0348050956251889,11.1231980080419,5.01501221584227,2.21798024198308,513.049945417966,373.218115528423,65,53,11,910,1039,375.038255956312,606.759167719916,274.945199210781,462.567085652919,360.210854459906,3309.67734133647,,1957.1346367495,0.0377055202606213
pw.1900.tgs,pw.1438.tgs,479.527448867018,310.776575595743,1431.00611078183,837.574399161172,0.889301483261768,0.915122488943585,0.00590624903197147,14.4835350035849,6.06395387356834,2.38846391406703,513.049945419054,329.062811786368,62,62,14,901,1039,372.054530752188,605.402683944989,241.468097706484,391.850992987954,305.815257922401,3098.00605440481,118.702730729461,1906.94881112375,0.00906270343266442
pw.1900.tgs,pw.1750.tgs,526.748969540977,284.673746048645,0.001,1811.45934802334,0.938811755150677,0.686472519116585,0.0125205758401962,11.1602158072537,4.45364975534458,2.50585843528915,513.049945426229,340.542752331885,65,46,11,917,1039,416.987061693579,654.292226351862,210.11647120754,375.080396649197,,1825.44695339764,926.587535927263,3176.33206414522,0.016322087724824
pw.1900.tgs,pw.1455.tgs,464.925590559426,255.615651229686,2004.84247371368,314.284387186077,0.834722563242379,0.998907504310843,0.0159419543669104,12.3907096807144,5.30724486836256,2.33467834781426,513.049945424318,257.613926583481,64,56,12,907,1039,360.519144662621,587.602737740942,197.436310751025,323.931626750987,801.46696818624,3846.65575465213,,1170.15527276617,0.0196337753781949
pw.1900.tgs,pw.1320,451.510046267365,1062.20503277966,4053.51640853026,0.001,0.503440624512867,0.880032348985424,0.00199929800289427,10.7232102262745,3.41204244706568,3.14275405204773,547.840793445054,1025.11435265644,41,31,10,583,665,326.992134338028,604.252418725656,769.271403587317,1421.50993753473,1970.17072215606,7479.54611884519,,4515.10489153042,0.00405755310104912
